Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Antigua and Barbuda,ATG,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,57.0145964622498,56.9265365600586,52.5808393955231,54.3064177036285,55.7659089565277,55.2652180194855,55.4480493068695,49.0998566150665,47.0349878072739,..,..
Antigua and Barbuda,ATG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,575.267456054688,631.5810546875,631.977661132813,649.831420898438,660.613830566406,677.602905273438,639.582702636719,632.175354003906,673.859680175781,..,..
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,197.15,200.063636363636,202.847727272727,205.475,207.990909090909,210.368181818182,212.65,214.834090909091,216.877272727273,218.831818181818,..
Argentina,ARG,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,62.9248917102814,64.6455109119415,67.6608204841614,72.5415170192719,74.3060708045959,76.6181111335754,77.6511430740356,74.1104245185852,72.4321186542511,..,..
Argentina,ARG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,742.843017578125,891.137756347656,1068.61059570313,1168.06579589844,1206.93286132813,1089.5,1305.39501953125,959.291564941406,1324.603515625,..,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,14.7926100508278,14.904301546759,15.0771515955406,15.2495426957383,15.421160233713,15.5916453818299,15.7606327351655,15.9281350828921,16.0941907925267,16.2585100979651,..
Armenia,ARM,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,21.4559286832809,18.258997797966,17.8422212600708,17.276930809021,13.3255645632744,14.7911071777344,15.9148812294006,16.4524734020233,13.2446691393852,..,..
Armenia,ARM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,252.792526245117,297.229888916016,330.685577392578,336.590362548828,396.791107177734,406.592895507813,366.049224853516,358.842102050781,407.635864257813,..,..
Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,101.443343870741,101.064945556726,101.03751317176,101.307657183,101.77674745346,102.297260273973,102.759149982438,103.131225851774,103.435511064278,103.680224798033,..
Aruba,ABW,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,563.638888888889,564.827777777778,566.922222222222,569.777777777778,573.105555555556,576.522222222222,579.672222222222,582.622222222222,585.366666666667,588.027777777778,..
Australia,AUS,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,69.2958533763886,68.6365365982056,69.2132294178009,67.5357460975647,67.5519287586212,67.3579752445221,68.2080566883087,68.5947775840759,68.9128518104553,..,..
Australia,AUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3997.537109375,4952.77734375,5876.86572265625,6047.0576171875,5838.41357421875,5637.56689453125,4887.80078125,4999.810546875,5331.81787109375,..,..
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.82359449643987,2.86785858401781,2.90798641031983,2.95920036968095,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884,3.19836141871706,3.24787091037205,..
Austria,AUT,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,72.8467106819153,72.3957061767578,72.689026594162,72.8737831115723,72.1690595149994,72.5170910358429,72.4560141563416,72.2148895263672,72.3925411701202,..,..
Austria,AUT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4909.23291015625,4796.11328125,5161.05810546875,4966.37646484375,5233.853515625,5386.4248046875,4610.966796875,4718.9443359375,4939.87548828125,..,..
Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,101.035665641397,101.287430158942,101.6417363772,102.114865434913,102.7471301857,103.563324191706,104.730792682674,105.869493435483,106.607445296677,107.127966860564,..
Azerbaijan,AZE,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,21.7351168394089,21.2002873420715,21.0265710949898,22.7193981409073,21.0336998105049,20.6297308206558,19.4016620516777,17.4602136015892,15.1073157787323,..,..
Azerbaijan,AZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,258.197570800781,279.262725830078,325.074127197266,368.656402587891,399.366943359375,432.871307373047,370.524536132813,259.436859130859,275.809356689453,..,..
Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,108.291287895398,109.542349350317,110.976338851057,112.460792901473,113.92347542296,115.34881658409,116.731079539702,118.033288980283,119.197205757832,120.23431716463,..
"Bahamas, The",BHS,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,48.3580619096756,47.3155111074448,47.4456518888474,46.8866854906082,47.0090508460999,44.3048238754272,50.1602530479431,49.8056173324585,43.8695639371872,..,..
"Bahamas, The",BHS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1669.95056152344,1657.59289550781,1661.67797851563,1742.751953125,1697.33386230469,1689.11633300781,1741.91870117188,1837.2587890625,1771.53552246094,..,..
"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,34.9254745254745,35.4587412587413,35.9217782217782,36.3220779220779,36.6801198801199,37.0262737262737,37.3832167832168,37.7553446553447,38.137962037962,38.5254745254745,..
Bahrain,BHR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,63.9039933681488,62.9685640335083,62.5377893447876,65.3478920459747,65.1478230953217,65.0640249252319,64.8847877979279,61.3641977310181,57.9781413078308,..,..
Bahrain,BHR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,785.291442871094,796.317138671875,805.240417480469,971.165649414063,1066.36645507813,1100.99145507813,1128.755859375,1099.3623046875,1127.18627929688,..,..
Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,1559.31052631579,1628.42526206771,1666.42901024169,1688.23766233766,1707.82987012987,1732.91183714933,1763.30455808254,1832.63617490023,1920.40352364259,2017.27369979138,..
Bangladesh,BGD,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,20.356859266758,21.0281372070313,20.9226235747337,20.4700291156769,19.7304800152779,19.0347582101822,17.630697786808,16.4158254861832,16.693340241909,..,..
Bangladesh,BGD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,17.3835544586182,20.177360534668,22.1570701599121,22.7478504180908,25.8596572875977,28.8341331481934,31.8414878845215,33.5261917114258,36.2823371887207,..,..
Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,1121.03247292003,1133.71306752708,1146.76022124914,1160.0814857494,1173.57821310594,1187.06435430591,1200.40159791042,1213.57332718752,1226.63127448721,1239.57931166936,..
Barbados,BRB,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,54.5955955982208,53.4508883953094,48.4953463077545,55.3329169750214,50.0896632671356,46.2316542863846,45.8325296640396,45.8836317062378,44.2008912563324,..,..
Barbados,BRB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1146.35144042969,1097.62390136719,1145.17309570313,1273.41662597656,1258.09191894531,1177.75573730469,1158.3837890625,1163.77502441406,1183.83618164063,..,..
Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,653.73023255814,656.118604651163,658.109302325581,659.767441860465,661.153488372093,662.383720930233,663.544186046512,664.641860465116,665.658139534884,666.606976744186,..
Belarus,BLR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,64.5633578300476,68.0441558361053,63.3582532405853,65.6518995761871,62.6564800739288,62.6007676124573,60.7843637466431,70.9408402442932,69.9636161327362,..,..
Belarus,BLR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,289.074737548828,341.774536132813,317.957794189453,363.762603759766,453.823852539063,447.701324462891,360.980377197266,297.542999267578,342.499908447266,..,..
Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,46.8729168721033,46.7746821094135,46.6865704006702,46.6438075994283,46.6516679260248,46.6786746775327,46.751941760932,46.8083514016087,46.792242075569,46.7195037884204,..
Belgium,BEL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,77.7612447738647,77.7287483215332,77.5488138198853,78.1040191650391,77.6061058044434,78.054815530777,77.5724709033966,77.0919620990753,77.2173881530762,..,..
Belgium,BEL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4566.75537109375,4449.54296875,4856.177734375,4614.677734375,4849.91357421875,4944.26123046875,4171.05322265625,4278.771484375,4507.3564453125,..,..
Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,356.555250990753,359.827807133421,364.539762219287,366.807529722589,368.540521796565,370.180217965654,372.33143989432,374.221334214003,375.66571994716,377.379590488771,..
Belize,BLZ,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,66.288685798645,66.5154159069061,64.6074414253235,65.1226758956909,65.8111095428467,58.4654331207275,69.3720519542694,67.0531213283539,67.9763317108154,..,..
Belize,BLZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,246.519104003906,250.305541992188,254.426956176758,249.524536132813,266.280303955078,273.134216308594,289.583984375,300.151733398438,280.498809814453,..,..
Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,13.7946076282332,14.1369574747918,14.477729066199,14.8180622533976,15.1562911003946,15.4917141604559,15.8234546251644,16.1508110477861,16.4738711091626,16.7939938623411,..
Benin,BEN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,26.4826238155365,24.2093056440353,25.7651507854462,21.8691512942314,26.7482042312622,21.5685814619064,20.1363772153854,20.5376043915749,29.9844712018967,..,..
Benin,BEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,30.6014614105225,30.9864921569824,34.8711624145508,39.103401184082,35.7575836181641,34.4021606445313,31.2943897247314,30.4014759063721,30.7664470672607,..,..
Benin,BEN,Population density (people per sq. km of land area),EN.POP.DNST,79.325186236254,81.5826445548067,83.9023589925505,86.2827953174885,88.724618659099,91.2277580702377,93.7916991841078,96.4177633912735,99.1061014544165,101.853919829727,..
Bermuda,BMU,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,1215.48146001531,1205.99997870127,1195.62960851405,1199.96294177086,1203.72220096372,1206.25923795596,1208.09257125691,1195.44442333214,1182.83331244375,1183.70368279874,..
Bhutan,BTN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,73.8507866859436,72.0521211624146,73.4185457229614,69.5764064788818,68.8839375972748,69.0101027488709,74.2515802383423,73.9530205726624,74.5184302330017,..,..
Bhutan,BTN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,58.0343742370605,69.8004379272461,74.4853210449219,80.1083068847656,81.9312362670898,82.3279800415039,91.113166809082,91.335334777832,96.7993011474609,..,..
Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,17.795813119851,17.9841805173895,18.1886824482827,18.4060395358324,18.6331035784084,18.8644439281988,19.0958367480163,19.3138899659506,19.5461414400175,19.7775277714448,..
Bolivia,BOL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,61.036628484726,58.7680459022522,58.3910763263702,57.0305645465851,58.5225284099579,62.624192237854,65.7408475875854,64.8212015628815,68.5277044773102,..,..
Bolivia,BOL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,91.9431762695313,103.066841125488,122.999771118164,138.978881835938,164.337265014648,184.195602416992,201.564880371094,213.017333984375,220.274566650391,..,..
Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,9.12469399058433,9.27590695098311,9.427632234838,9.57968799039971,9.73172343764424,9.88324286901135,10.0339056586357,10.1835253392412,10.3321831440967,10.4801458506416,..
Bosnia and Herzegovina,BIH,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,68.0477023124695,68.056446313858,68.364280462265,68.6384856700897,69.3778932094574,70.3099548816681,70.8698987960815,71.0195600986481,70.4874753952026,..,..
Bosnia and Herzegovina,BIH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,423.845947265625,415.883880615234,463.526214599609,447.609130859375,477.761688232422,492.135101318359,428.151885986328,443.776550292969,460.473327636719,..,..
Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,72.9675390625,72.3725,71.50732421875,70.409609375,69.19150390625,68.00984375,66.97970703125,66.13802734375,65.45951171875,64.92048828125,..
Botswana,BWA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,51.5070378780365,57.5547397136688,61.4154875278473,64.50315117836,63.9288127422333,67.8591132164001,67.7578806877136,66.5224671363831,75.6595969200134,..,..
Botswana,BWA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,338.365875244141,393.080139160156,432.334991455078,472.283752441406,435.769134521484,419.494750976563,373.78515625,386.631958007813,465.929321289063,..,..
Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,3.44696416282886,3.50626400578759,3.55619430769502,3.59880542762868,3.63936265946747,3.68537751663049,3.74202177403702,3.81123992024421,3.89096748010516,3.97742487604327,..
Brazil,BRA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,44.1632658243179,45.021253824234,44.4991558790207,43.3618068695068,44.5194572210312,44.0527468919754,42.9118096828461,42.9598033428192,41.8793767690659,..,..
Brazil,BRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,718.029541015625,891.76416015625,1025.49035644531,950.929504394531,974.498718261719,1009.82867431641,776.15283203125,795.661560058594,928.79931640625,..,..
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,23.1973271565205,23.4159316546504,23.6313981340346,23.8434981945744,24.0527082580574,24.2594327206771,24.4637884744692,24.6661407920901,24.8660384966033,25.0617162430876,..
British Virgin Islands,VGB,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,180.26,185.293333333333,188.793333333333,191,192.313333333333,193.26,194.346666666667,195.7,197.18,198.68,..
Brunei Darussalam,BRN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,90.5005991458893,91.7386531829834,91.5281295776367,91.1480724811554,90.5925810337067,92.6653981208801,95.026421546936,95.0201869010925,94.8233902454376,..,..
Brunei Darussalam,BRN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,741.55419921875,803.493774414063,876.43408203125,881.997741699219,846.619689941406,795.039367675781,739.225341796875,686.482360839844,671.411499023438,..,..
Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,72.8474383301708,73.7468690702087,74.703605313093,75.7094876660342,76.7402277039848,77.7550284629981,78.7299810246679,79.6584440227704,80.5451612903226,81.3969639468691,..
Bulgaria,BGR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,53.8040101528168,55.2433252334595,54.1343569755554,50.7997751235962,51.4608025550842,52.8164565563202,50.8549094200134,50.5623340606689,51.8640756607056,..,..
Bulgaria,BGR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,459.300201416016,484.752288818359,555.864196777344,558.64794921875,600.309692382813,666.401428222656,572.044860839844,612.478576660156,663.715087890625,..,..
Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,68.5744565217391,68.1245302137067,67.6890935887988,67.2981577008106,66.922577376566,66.5432756079587,66.1200350036846,65.6579034635225,65.1800571112749,64.7110998526161,..
Burkina Faso,BFA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,32.3083490133286,24.9315410852432,28.958785533905,23.1278941035271,28.98208796978,32.5352758169174,28.3750802278519,40.0837332010269,43.30193400383,..,..
Burkina Faso,BFA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,31.5908832550049,33.910816192627,34.8739547729492,34.8903427124023,43.7971343994141,39.591854095459,33.5147590637207,40.954662322998,44.403491973877,..,..
Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,55.3402704678363,57.0366118421053,58.7789144736842,60.5674195906433,62.4004934210526,64.2763779239766,66.1938011695906,68.151966374269,70.1508918128655,72.1912828947368,..
Burundi,BDI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,20.0902566313744,17.6057443022728,34.4695955514908,31.3074916601181,18.0487096309662,37.3028308153152,37.9964798688889,24.0711346268654,24.7139275074005,..,..
Burundi,BDI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,21.64768409729,26.1381664276123,24.8959045410156,21.3476390838623,21.8018951416016,20.4353446960449,19.3819789886475,22.3399829864502,23.5004329681396,..,..
Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,327.01199376947,337.834968847352,348.847585669782,360.046261682243,371.506580996885,383.344898753894,395.639797507788,408.411137071651,421.61308411215,435.178271028037,..
Cabo Verde,CPV,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,71.5402007102966,63.254988193512,66.5467381477356,59.897255897522,57.7681839466095,57.1307182312012,65.8593058586121,63.5818004608154,60.2447330951691,..,..
Cabo Verde,CPV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,132.601486206055,148.232528686523,158.114593505859,173.97282409668,188.209106445313,188.210739135742,144.382888793945,149.276519775391,167.589614868164,..,..
Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,120.762034739454,122.246650124069,123.785607940447,125.368486352357,126.984615384615,128.602729528536,130.209181141439,131.798014888337,133.373945409429,134.929776674938,..
Cambodia,KHM,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,16.0534977912903,19.7177618741989,17.0569196343422,19.372995197773,19.9828922748566,18.4997037053108,21.7078283429146,21.8068838119507,23.8018453121185,..,..
Cambodia,KHM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,55.9824371337891,54.3047370910645,66.2179183959961,69.061653137207,72.0094909667969,73.29931640625,72.0516510009766,77.6736907958984,82.0758666992188,..,..
Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,79.8414004078858,81.0798323136189,82.3783310673012,83.7324609109449,85.1253795603898,86.531288239293,87.9301835486064,89.3173181509177,90.6946181735781,92.0564128710628,..
Cameroon,CMR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,17.0126929879189,18.0335700511932,32.920640707016,14.5427122712135,14.2599329352379,11.7331765592098,14.460226893425,13.2030680775642,13.3175760507584,..,..
Cameroon,CMR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,57.9694328308105,58.9617767333984,48.5914611816406,62.7030487060547,67.2660903930664,71.2424392700195,63.6279907226563,65.1211853027344,67.8118133544922,..,..
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,41.8648198684183,43.0311205601743,44.2266675128514,45.45126187303,46.7036830191872,47.9826066721669,49.2868100949842,50.615681919147,51.9685325040723,53.3439889149796,..
Canada,CAN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,74.082887172699,73.7846314907074,74.4224369525909,74.5161712169647,74.5212972164154,74.4761168956757,74.6077239513397,73.8976657390594,73.7186372280121,..,..
Canada,CAN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4347.73193359375,5044.13525390625,5361.23828125,5408.9306640625,5345.318359375,5081.55908203125,4539.1396484375,4518.13623046875,4754.94775390625,..,..
Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,3.69812041774848,3.73946792822573,3.77624569610634,3.8174722411918,3.85802116014608,3.89700291746531,3.92619659515413,3.97090749336615,4.01861558408139,4.07518823864492,..
Cayman Islands,CYM,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,230.508333333333,236.133333333333,241.158333333333,245.658333333333,249.716666666667,253.533333333333,257.183333333333,260.704166666667,264.091666666667,267.391666666667,..
Central African Republic,CAF,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,18.1725099682808,28.4541487693787,21.808734536171,26.1069297790527,13.070610165596,18.8254952430725,8.268853276968,14.7080659866333,12.8226339817047,..,..
Central African Republic,CAF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,19.5511951446533,16.7060680389404,18.7505397796631,18.7193641662598,16.3455638885498,18.3031616210938,21.9793529510498,16.3604354858398,24.1500549316406,..,..
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,6.96270345757488,7.04158720986227,7.09274134001092,7.12127997688529,7.13978297858679,7.1658399948634,7.21238241998138,7.28384057273107,7.37748884394363,7.49041221227006,..
Chad,TCD,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,20.8360314369202,20.9790721535683,21.4159101247787,24.7781708836555,27.9408067464828,28.8887500762939,21.2642356753349,16.7663171887398,15.805572271347,..,..
Chad,TCD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,35.8636474609375,36.4862098693848,38.7256698608398,37.6460494995117,40.2209320068359,44.0282173156738,35.3474426269531,34.6115684509277,29.730863571167,..,..
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,9.18054876111817,9.49184879288437,9.816541454892,10.1530733799238,10.4990660736976,10.8509839580686,11.2063016200762,11.5642201397713,11.9256456480305,12.2917336404066,..
Channel Islands,CHI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,798.878818661425,806.73740482282,813.121243452642,818.464678001971,823.424274152672,828.787910722982,835.277809962951,843.045487029935,851.843467166921,861.106093786457,..
Chile,CHL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,46.8612492084503,47.1045017242432,47.1574187278748,47.9356110095978,47.6493448019028,47.7358847856522,48.0167269706726,49.6251612901688,50.0583112239838,..,..
Chile,CHL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,738.46044921875,871.263427734375,995.838317871094,1083.46166992188,1186.80249023438,1154.84826660156,1140.134765625,1190.54858398438,1381.98620605469,..,..
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,22.7107714130507,22.9479501660676,23.1779873303205,23.402282979991,23.6324815360804,23.884591723835,24.1675573408594,24.4899577081939,24.8414839222839,25.1894460666519,..
China,CHN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,49.3983149528503,51.9062280654907,53.7220895290375,55.7352721691132,57.0502936840057,58.4154903888702,60.1810097694397,58.1014335155487,56.6733479499817,..,..
